name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
Fanaa,"26 May, 2006",['Romance'],,,Kunal Kohli,"['Aamir Khan', 'Kajol', 'Tabu']",3.5,3.1,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Chup Chup Ke,"09 Jun, 2006",['Comedy'],,,Priyadarshan,"['Kareena Kapoor', 'Paresh Rawal', 'Suniel Shetty']",2,3.4,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
36 China Town,"21 Apr, 2006",[],Thriller,,Kareena KapoorActor,,3,2.7,You can almost hear the corn go pop as you sit back and settle down to two-and-a-half hours of literally sweet nothings.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Lage Raho Munna Bhai,"01 Sep, 2006",['Comedy'],,,Rajkumar Hirani,"['Vidya Balan', 'Arshad Warsi', 'Boman Irani']",,0,"Producer Vidhu Vinod Chopra gives the great Indian family one more let's-go-goodwill-hunting entertainer, even as director Raju Hirani proves that sequels needn't have the been there-done that feel.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Pyare Mohan,"21 Apr, 2006",['Comedy'],,,Indra Kumar,"['fardeen khan', 'Esha Deol', 'Amrita Rao']",2,1.7,"Not everybody can make you laugh. Because not everybody can make a comedy that isn't loud, ludicrous, non-happening and downright silly.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Teesri Aankh,"03 Mar, 2006",['Thriller'],,,Harry Baweja,,2,1.8,"The film tries to follow Kalyug's diatribe against the 'hidden camera' and the prolific porn CD biz. Only, it lacks the earnest core and the ring of truth of the earlier film.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Jhalki,"14 Nov, 2019",['Hindi'],1 hr 52 mins,Drama,Brahmanand Singh,"['Boman Irani', 'tannishtha chatterjee', 'Divya Dutta']",2,2.6,"'Jhalki' tries to drive home an important message and has its heart in the right place, but the execution is slapdash and the writing lacks the depth it needed. ","https://static.toiimg.com/thumb/msid-61980364,width-219,height-317,imgsize-31970/61980364.jpg"
The Conjuring: The Devil Made Me Do It,English  Telugu  Tamil +1 more Hindi,[],Horror Mystery Thriller,,Michael Chaves,"['Vera Farmiga', 'Patrick Wilson', 'Shannon Kook']",4,3.7,"​​There’s hardly a dull moment in ‘The Conjuring: The Devil Made Me Do It.’ This one takes the franchise to newer highs revealing a chilling story of terror, murders and the unknown evil.","https://static.toiimg.com/thumb/msid-82214755,width-219,height-317,imgsize-43876/82214755.jpg"
Minari,"16 Apr, 2021",['English'],1 hr 55 mins,Drama,Lee Isaac Chung,"['Steven Yeun', 'Yeri Han', 'Alan S. Kim']",4,3.7,Lee Isaac Chung’s simple little film about a family finding its place in the world is rooted in reality and Korean culture. It smells of earth and rain and our sense of belonging to the land that feeds our stomachs.,"https://static.toiimg.com/thumb/msid-81907103,width-219,height-317,imgsize-48471/81907103.jpg"
The Father,"23 Apr, 2021",['English'],1 hr 37 mins,Drama,"Florian Zeller, Producer","['Olivia Colman', 'Anthony Hopkins', 'Mark Gatiss']",4.5,4.2,"Zellman’s ‘The Father’ is a lot more than a film that merely exists to tell you a story. This is an experience and a journey into an unstable world that is just as real, as it is make-believe.","https://static.toiimg.com/thumb/msid-80093151,width-219,height-317,imgsize-64410/80093151.jpg"
The Mauritanian,"19 Feb, 2021",['English'],2 hrs 9 mins,Thriller,Kevin Macdonald,"['Benedict Cumberbatch, Producer', 'Zachary Levi', 'Shailene Woodley']",3.5,3.5,"‘The Mauritanian’ is a lot of things and in-depth representation of the primary subject and the simmering issues underneath is not one of them. And yet, with conviction, we say it relievers what it promises to do: give peace and forgiveness a chance. Both to Slahi and America. ","https://static.toiimg.com/thumb/msid-80012268,width-219,height-317,imgsize-86182/80012268.jpg"
Nomadland,"02 Apr, 2021",['English'],1 hr 47 mins,Drama,"Chloe Zhao, Producer","['Frances McDormand, Producer', 'Linda May', 'David Strathairn']",4,4.2,,"https://static.toiimg.com/thumb/msid-81632596,width-219,height-317,imgsize-44934/81632596.jpg"
Godzilla Vs. Kong,"24 Mar, 2021","['English', 'Tamil', 'Telugu', 'Hindi']",1 hr 53 mins, Action Sci-Fi Thriller,Adam Wingard,"['Alexander Skarsgard', 'Millie Bobby Brown', 'Rebecca Hall']",3.5,3.8,Delivers on its promise as a massive monster clash and adrenaline-driven movie lovers will be visually rewarded for catching this spectacle in cinemas.,"https://static.toiimg.com/thumb/msid-81508348,width-219,height-317,imgsize-23019/81508348.jpg"
The Courier,"19 Mar, 2021",['English'],1 hr 51 mins,Thriller,Dominic Cooke,"['Benedict Cumberbatch', 'Angus Wright', 'Anton Lesser']",3.5,3,"Even though espionage buffs may find some of the genre tropes familiar, ‘The Courier’ is an enjoyable old-fashioned thriller that does not need to exaggerate to impress.","https://static.toiimg.com/thumb/msid-81510328,width-219,height-317,imgsize-54713/81510328.jpg"
Raya And The Last Dragon,"05 Mar, 2021",['English'],1 hr 45 mins, Animation Action Adventure,Don Hall,"['Carlos Lopez EstradaDirector', 'Awkwafina', 'Cassie Steele']",4,4.7,"It is a complete package with something for everyone. It’s a spirited fantasy adventure for the children, an inspiring young warrior princess, who defines women empowerment and a universally binding emotional fabric.","https://static.toiimg.com/thumb/msid-75554529,width-219,height-317,imgsize-64208/75554529.jpg"
Judas And The Black Messiah,"05 Mar, 2021",['English'],2 hrs 6 mins, Biography Drama History,Shaka King,"['Daniel Kaluuya', 'Lakeith Stanfield', 'Jesse Plemons']",4,3.6,"‘Pitched as a biographical, ‘Judas and the Black Messiah’ is almost like a hagiography of its protagonist Fred Hampton (played superbly by Daniel Kaluuya). But the way co-writer and director Shaka King maneuvers through one of American history’s darkest chapters, is not only convincing and fascinating but also hugely riveting in its approach.","https://static.toiimg.com/thumb/msid-80789058,width-219,height-317,imgsize-21999/80789058.jpg"
Tom & Jerry,"19 Feb, 2021","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 41 mins, Animation Adventure Comedy,Tim Story,"['Chloe Grace Moretz', 'Michael Pena', 'Rob Delaney']",3.5,3.6,"Isn’t deep or complicated, but works as a fun, nostalgic trip that will enthral kids while bringing back childhood memories for adults who grew up on the beloved series.","https://static.toiimg.com/thumb/msid-80282151,width-219,height-317,imgsize-87067/80282151.jpg"
Breaking News In Yuba County,"19 Feb, 2021",['English'],1 hr 36 mins, Comedy Drama,Tate Taylor,"['Mila Kunis', 'Allison Janney', 'Juliette Lewis']",2.5,3.2,"Breaking News In Yuba County is a English movie released on 19 Feb, 2021. The movie is directed by Tate Taylor and  featured Mila Kunis, Allison Janney, Juliette Lewis and Ellen Barkin as lead characters. Other popular actors who were roped in for Breaking News In Yuba County are Chris Lowell, Awkwafina, Jimmi Simpson and Matthew Modine","https://static.toiimg.com/thumb/msid-80501428,width-219,height-317,imgsize-55944/80501428.jpg"
Our Friend,"12 Feb, 2021",['English'],2 hrs 4 mins,Drama,Gabriela Cowperthwaite,"['Jason Segel', 'Isabella Kai', 'Violet McGraw']",4,4.3,"Our Friend is a English movie released on 12 Feb, 2021. The movie is directed by Gabriela Cowperthwaite and  featured Jason Segel, Isabella Kai, Violet McGraw and Casey Affleck as lead characters.Other popular actors who were roped in for Our Friend is and Dakota Johnson","https://static.toiimg.com/thumb/msid-80498654,width-219,height-317,imgsize-44955/80498654.jpg"
Monster Hunter,"05 Feb, 2021","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 39 mins, Action Fantasy Adventure,"Paul W.S. Anderson, Producer","['Milla Jovovich', 'Ron Perlman', 'Tony Jaa']",2.5,3,"All of 130 minutes, ‘Monster Hunter,’ packs in too many punches in an attempt to become an all-out action extravaganza. But for a film that tells the story of the real people, fighting the beasts of the new world, it feels a lot less thrilling than its source material. Are you game?","https://static.toiimg.com/thumb/msid-74434924,width-219,height-317,imgsize-80679/74434924.jpg"
The Little Things,"29 Jan, 2021",['English'],2 hrs 7 mins, Crime Drama Thriller,"John Lee Hancock, Producer","['Denzel Washington', 'Jared Leto', 'Rami Malek']",3,3.5,Hancock’s crime thriller is a dated attempt that tells an interesting story with some mature performances and a lesson on how the little things can have a big impact.,"https://static.toiimg.com/thumb/msid-79917116,width-219,height-317,imgsize-18443/79917116.jpg"
Misbehaviour,"22 Jan, 2021",['English'],1 hr 46 mins, Comedy Drama,Philippa Lowthorpe,"['Keira Knightley', 'Greg Kinnear', 'Jessie Buckley']",3.5,3.4,‘Misbehaviour’ is a bit too safe and crowd-pleasing but reminds us that some things are still worth standing up for.,"https://static.toiimg.com/thumb/msid-80098698,width-219,height-317,imgsize-33348/80098698.jpg"
The Secret Garden,"08 Jan, 2021",['English'],1 hr 37 mins, Drama Family Fantasy,Marc Munden,"['Dixie Egerickx', 'Richard Hansell', 'Tommy Gene Surridge']",3,3.4,"All the characters and all of it is in service of a very workable script that tries too hard to make us believe in the magic of the garden – something that should come naturally, anyway. In doing so, the writing only partially succeeds in translating the magic of the book into the film.","https://static.toiimg.com/thumb/msid-79115548,width-219,height-317,imgsize-97252/79115548.jpg"
The Croods: A New Age,"23 Dec, 2020",['English'],1 hr 35 mins, Comedy Animation Adventure,Joel Crawford,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",4,4.2,"The Croods: A New Age is a English movie released on 23 Dec, 2020. The movie is directed by Joel Crawford and  featured Nicolas Cage,  Emma Stone,  Ryan Reynolds and  Catherine Keener as lead characters. Other popular actors who were roped in for The Croods: A New Age are  Clark Duke and  Cloris Leachman","https://static.toiimg.com/thumb/msid-61962217,width-219,height-317,imgsize-39347/61962217.jpg"
Hard Kill,"21 Aug, 2020",['English'],1 hr 38 mins, Action Thriller,Matt Eskandari,"['Jesse Metcalfe', 'Bruce Willis', 'Natalie Eva Marie']",2,2.5,"Shot entirely in an abandoned factory, ‘Hard Kill’ lacks imagination and elements to entertain. Despite some known faces, it comes across as lazy B-grade rip off of a thrilling action extravaganza that could have been a lot more deserving of its title.","https://static.toiimg.com/thumb/msid-79076010,width-219,height-317,imgsize-56535/79076010.jpg"
Wonder Woman 1984,"24 Dec, 2020","['English', 'Hindi', 'Tamil', 'Telugu']",2 hrs 23 mins, Action Adventure Fantasy,"Patty Jenkins, Producer","['Gal Gadot, Producer', 'Pedro Pascal', 'Chris Pine']",4,4.2,"Overall, ‘WW84’ is a clean and wholesome mass entertainer that dutifully ticks all the boxes. From action and adventure to drama and emotions, it’s all here to pull the audience back to the big screen. ","https://static.toiimg.com/thumb/msid-62024878,width-219,height-317,imgsize-55598/62024878.jpg"
The Secrets We Keep,"18 Dec, 2020",['English'],1 hr 38 mins, Suspense Thriller,Yuval Adler,"['Noomi Rapace', 'Joel Kinnaman', 'Chris Messina']",3,3.2,Film buffs will be able to identify the foreshadowing that makes the climax slightly predictable but the performances and premise make 'The Secrets We Keep' a reasonably entertaining watch.,"https://static.toiimg.com/thumb/msid-79113665,width-219,height-317,imgsize-75690/79113665.jpg"
Come Away,"13 Nov, 2020",['English'],1 hr 34 mins, Drama Adventure Fantasy,Brenda Chapman,"['Gugu Mbatha Raw', 'Angelina Jolie', 'David Oyelowo']",3,3.1,"Angelina Jolie is at her usual best playing a grieving mother with restraint and poise, but it is David Oyelowo’s fatherly emotions that will touch your heart. He is brilliant as the man torn between his shady past and glum present, but perhaps a bright future, thanks to his adorable children.","https://static.toiimg.com/thumb/msid-79646371,width-219,height-317,imgsize-64091/79646371.jpg"
The Personal History Of David Copperfield,"11 Dec, 2020",['English'],1 hr 59 mins, Comedy Drama,"Armando Iannucci, Producer","['Nikki Amuka-Bird', 'Aneurin Barnard', 'Ruby Bentall']",3,3.3,"Despite all its excellent performances, the film doesn’t quite deliver as a lightheaded yet heartwarming take on a classic tale.","https://static.toiimg.com/thumb/msid-74727934,width-219,height-317,imgsize-37147/74727934.jpg"
Antebellum,"18 Sep, 2020",['English'],1 hr 45 mins, Drama Horror Mystery,"Gerard Bush, Producer","['Christopher RenzDirector', 'Eric Lange', 'Jena Malone']",3.5,3.3,"‘Antebellum’ follows a rather simple notion made popular by Nobel Prize winning American writer Willaim Faulkner that read, ‘Past is never dead. It’s not even past.’ ","https://static.toiimg.com/thumb/msid-74707731,width-219,height-317,imgsize-32607/74707731.jpg"
Peninsula,"27 Nov, 2020","['English', 'Hindi']",1 hr 56 mins, Action Horror Thriller,Sang Ho Yeon,"['Gang Dong Won', 'Lee Jung Hyun', 'Re Lee']",3,3.5,,"https://static.toiimg.com/thumb/msid-79390202,width-219,height-317,imgsize-50782/79390202.jpg"
Come Play,"27 Nov, 2020",['English'],1 hr 36 mins, Drama Horror Mystery,Jacob Chase,"['Gillian Jacobs', 'Azhy Robertson', 'John Gallagher Jr']",3,3.3,"It's not an entirely unique concept but 'Come Play' is the kind of horror flick that can resonate with kids without giving them the chills that they won't recover from. It does so without resorting to excessive violence, blood and gore or nudity. ","https://static.toiimg.com/thumb/msid-79261903,width-219,height-317,imgsize-14337/79261903.jpg"
Target Number One,"20 Nov, 2020",['English'],2 hrs 5 mins, Crime Thriller,Daniel Roby,"['Antoine Olivier Pilon', 'Josh Hartnett', 'Stephen McHattie']",2.5,3.3,"This crime drama sets out to honour the exposé that Malarek had written back in 1989, which, in turn, leads to cracking the cover-up wide open. Unfortunately, none of these sentiments shine through in its visual representation. All we get is a stubborn journalist and his relentless pursuit to seek the truth. The journey in between has been dropped, and that in itself is a criminal offence. ","https://static.toiimg.com/thumb/msid-79296468,width-219,height-317,imgsize-72360/79296468.jpg"
Trolls World Tour,"19 Nov, 2020","['English', 'Hindi']",1 hr 30 mins, Comedy Animation Adventure,Walt Dohrn,"['Anna Kendrick', 'Justin Timberlake', 'James Corden']",3.5,3.6,"Once again, ‘Trolls Word Tour’ reiterates what we have known all along but some of us chose to ignore or may have forgotten: music is the universal language of the universe.","https://static.toiimg.com/thumb/msid-62025369,width-219,height-317,imgsize-30337/62025369.jpg"
Relic,"10 Jul, 2020",['English'],1 hr 29 mins, Drama Horror Mystery,Natalie Erika James,"['Emily Mortimer', 'Bella Heathcote', 'Robyn Nevin']",3.5,3.4,"‘Relic’ moves at an unhurried pace but never does it drag. Along with its surreal and ghostly atmospherics, it explores the most basic human emotions.","https://static.toiimg.com/thumb/msid-76381486,width-219,height-317,imgsize-44866/76381486.jpg"
The 2nd,"01 Sep, 2020",['English'],1 hr 33 mins,Action,Brian Skiba,"['Ryan Phillippe', 'Casper Van Dien', 'Jack Griffo']",2,2.2,,"https://static.toiimg.com/thumb/msid-79057646,width-219,height-317,imgsize-64468/79057646.jpg"
The Witches,"22 Oct, 2020",['English'],1 hr 46 mins, Adventure Comedy Fantasy,Robert Zemeckis,"['Anne Hathaway', 'Octavia Spencer', 'Chris Rock']",3.5,3,‘The Witches’ is a simple story made grandly entertaining with all its crafty ingredients firmly in place. Enough to cast its magic spell on children of all ages.,"https://static.toiimg.com/thumb/msid-78949085,width-219,height-317,imgsize-32233/78949085.jpg"
The New Mutants,"30 Oct, 2020",['English'],1 hr 34 mins, Action Sci-Fi Horror,Josh Boone,"['Maisie Williams', 'Anya Taylor Joy', 'Charlie Heaton']",2.5,2,"With all its power play, ‘The New Mutants’ seems more like a complex campus drama with teenage squabbles and first kisses rather than a sophisticated making of the next breed of X-Men.​​","https://static.toiimg.com/thumb/msid-61934306,width-219,height-317,imgsize-39264/61934306.jpg"
Never Steal A Man's Second Chance: Honest Thief,"16 Oct, 2020",['English'],1 hr 39 mins, Action Crime Drama,"Mark Williams, Producer","['Liam Neeson', 'Kate Walsh', 'Jai Courtney']",3.5,3.1, ‘Honest Thief’ is an all too familiar Liam Neeson outing. But a unique plot with unpretentious performances and some thrilling moments make it worth your while. Honest!,"https://static.toiimg.com/thumb/msid-78747875,width-219,height-317,imgsize-69582/78747875.jpg"
The Outpost,"03 Jul, 2020",['English'],2 hrs 3 mins, Action Drama History,Rod Lurie,"['Scott Eastwood', 'Caleb Landry Jones', 'Orlando Bloom']",4,4.1,"‘The Outpost’ is crafted with precision, expertise and experience. It’s a war drama that transports you to the battlefield in all its cinematic brilliance.","https://static.toiimg.com/thumb/msid-78664641,width-219,height-317,imgsize-28946/78664641.jpg"
